Gene,Function,GOID,Cat
AT3G06980,RNA binding,GO:0003723,func
AT3G08010,RNA binding,GO:0003723,func
AT3G13120,RNA binding,GO:0003723,func
AT4G38020,RNA binding,GO:0003723,func
AT4G09040,RNA binding,GO:0003723,func
AT3G23700,RNA binding,GO:0003723,func
AT3G52150,RNA binding,GO:0003723,func
AT4G18120,RNA binding,GO:0003723,func
AT4G26370,RNA binding,GO:0003723,func
AT5G44200,RNA binding,GO:0003723,func
AT5G26742,RNA binding,GO:0003723,func
AT4G26650,RNA binding,GO:0003723,func
AT5G14460,RNA binding,GO:0003723,func
AT4G15520,RNA binding,GO:0003723,func
AT4G01037,RNA binding,GO:0003723,func
AT3G01370,RNA binding,GO:0003723,func
AT1G59990,RNA binding,GO:0003723,func
AT5G63420,RNA binding,GO:0003723,func
AT5G61930,RNA binding,GO:0003723,func
AT1G12770,RNA binding,GO:0003723,func
AT1G23400,RNA binding,GO:0003723,func
AT1G78910,RNA binding,GO:0003723,func
AT2G01130,RNA binding,GO:0003723,func
AT5G57930,RNA binding,GO:0003723,func
AT3G18500,RNA binding,GO:0003723,func
AT4G37510,RNA binding,GO:0003723,func
AT3G48830,RNA binding,GO:0003723,func
AT4G34730,RNA binding,GO:0003723,func
AT4G21670,RNA binding,GO:0003723,func
AT3G62310,RNA binding,GO:0003723,func
AT5G44200,RNA cap binding,GO:0000339,func
AT5G61780,RNA catabolic process,GO:0006401,proc
AT5G07350,RNA catabolic process,GO:0006401,proc
AT5G63980,RNA catabolic process,GO:0006401,proc
AT3G03710,RNA catabolic process,GO:0006401,proc
AT5G02250,RNA catabolic process,GO:0006401,proc
AT1G12800,RNA folding,GO:0034337,proc
AT3G23700,RNA folding,GO:0034337,proc
AT4G16680,RNA helicase activity,GO:0003724,func
AT1G12770,RNA helicase activity,GO:0003724,func
AT3G62310,RNA helicase activity,GO:0003724,func
AT3G49500,RNA interference,GO:0016246,proc
AT1G54440,RNA localization to chromatin,GO:1990280,proc
AT2G48120,RNA metabolic process,GO:0016070,proc
AT5G44200,RNA metabolic process,GO:0016070,proc
AT4G15520,RNA methylation,GO:0001510,proc
AT4G38020,RNA methyltransferase activity,GO:0008173,func
AT4G15520,RNA methyltransferase activity,GO:0008173,func
AT4G01030,RNA modification,GO:0009451,proc
AT3G26780,RNA modification,GO:0009451,proc
AT1G19720,RNA modification,GO:0009451,proc
AT3G22150,RNA modification,GO:0009451,proc
AT1G31920,RNA modification,GO:0009451,proc
AT5G48910,RNA modification,GO:0009451,proc
AT1G15510,RNA modification,GO:0009451,proc
AT5G14460,RNA modification,GO:0009451,proc
AT1G22830,RNA modification,GO:0009451,proc
AT4G02940,RNA N6-methyladenosine dioxygenase activity,GO:1990931,func
AT5G64170,RNA polymerase binding,GO:0070063,func
AT3G57080,RNA polymerase I activity,GO:0001054,func
AT1G60850,RNA polymerase I activity,GO:0001054,func
AT3G13940,RNA polymerase I activity,GO:0001054,func
AT1G04950,RNA polymerase II activating transcription factor binding,GO:0001102,func
AT4G25515,RNA polymerase II activating transcription factor binding,GO:0001102,func
AT3G57080,RNA polymerase II activity,GO:0001055,func
AT3G61420,RNA polymerase II CTD heptapeptide repeat kinase activity,GO:0008353,func
AT3G48750,RNA polymerase II CTD heptapeptide repeat kinase activity,GO:0008353,func
AT4G21670,RNA polymerase II CTD heptapeptide repeat phosphatase activity,GO:0008420,func
AT1G04950,RNA polymerase II preinitiation complex assembly,GO:0051123,proc
AT2G47190,RNA polymerase II proximal promoter sequence-specific DNA binding,GO:0000978,func
AT4G36990,RNA polymerase II proximal promoter sequence-specific DNA binding,GO:0000978,func
AT5G04340,RNA polymerase II proximal promoter sequence-specific DNA binding,GO:0000978,func
AT5G62020,RNA polymerase II proximal promoter sequence-specific DNA binding,GO:0000978,func
AT5G62430,RNA polymerase II proximal promoter sequence-specific DNA binding,GO:0000978,func
AT1G32330,RNA polymerase II proximal promoter sequence-specific DNA binding,GO:0000978,func
AT5G16820,RNA polymerase II proximal promoter sequence-specific DNA binding,GO:0000978,func
AT5G43840,RNA polymerase II proximal promoter sequence-specific DNA binding,GO:0000978,func
AT3G24520,RNA polymerase II proximal promoter sequence-specific DNA binding,GO:0000978,func
AT2G32080,RNA polymerase II regulatory region sequence-specific DNA binding,GO:0000977,func
AT2G22540,RNA polymerase II regulatory region sequence-specific DNA binding,GO:0000977,func
AT5G13770,RNA polymerase II regulatory region sequence-specific DNA binding,GO:0000977,func
AT2G36720,RNA polymerase II regulatory region sequence-specific DNA binding,GO:0000977,func
AT2G45660,RNA polymerase II regulatory region sequence-specific DNA binding,GO:0000977,func
AT3G57080,RNA polymerase III activity,GO:0001056,func
AT5G45140,RNA polymerase III activity,GO:0001056,func
AT1G60850,RNA polymerase III activity,GO:0001056,func
AT1G24450,RNA processing,GO:0006396,proc
AT5G36170,RNA processing,GO:0006396,proc
AT2G47220,RNA processing,GO:0006396,proc
AT3G53460,RNA processing,GO:0006396,proc
AT4G38020,RNA processing,GO:0006396,proc
AT2G43970,RNA processing,GO:0006396,proc
AT4G15520,RNA processing,GO:0006396,proc
AT1G55140,RNA processing,GO:0006396,proc
AT4G37510,RNA processing,GO:0006396,proc
AT3G48830,RNA processing,GO:0006396,proc
AT3G04160,RNA splicing,GO:0008380,proc
AT5G04810,RNA splicing,GO:0008380,proc
AT5G60870,RNA splicing,GO:0008380,proc
AT3G53460,RNA splicing,GO:0008380,proc
AT5G38290,RNA splicing,GO:0008380,proc
AT1G73720,RNA splicing,GO:0008380,proc
AT4G02990,RNA splicing,GO:0008380,proc
AT4G37510,RNA splicing,GO:0008380,proc
AT3G62310,RNA splicing,GO:0008380,proc
AT5G44200,"RNA splicing, via endonucleolytic cleavage and ligation",GO:0000394,proc
AT3G53460,RNA stabilization,GO:0043489,proc
AT3G49500,RNA-directed 5'-3' RNA polymerase activity,GO:0003968,func
AT4G00380,RNA-directed DNA methylation,GO:0080188,proc
AT3G14980,RNA-directed DNA methylation,GO:0080188,proc
AT1G54440,RNA-directed DNA methylation,GO:0080188,proc
AT3G49250,RNA-directed DNA methylation,GO:0080188,proc
AT3G23910,RNA-directed DNA polymerase activity,GO:0003964,func
AT3G53180,root cap development,GO:0048829,proc
AT1G70940,root development,GO:0048364,proc
AT5G24310,root development,GO:0048364,proc
AT1G36160,root development,GO:0048364,proc
AT2G39940,root development,GO:0048364,proc
AT1G59820,root development,GO:0048364,proc
AT2G45680,root development,GO:0048364,proc
AT5G49665,root development,GO:0048364,proc
AT5G05980,root development,GO:0048364,proc
AT5G55580,root development,GO:0048364,proc
AT1G04550,root development,GO:0048364,proc
AT1G11760,root development,GO:0048364,proc
AT1G62830,root development,GO:0048364,proc
AT2G27230,root development,GO:0048364,proc
AT4G30340,root development,GO:0048364,proc
AT5G13750,root development,GO:0048364,proc
AT2G25170,root development,GO:0048364,proc
AT5G58710,root development,GO:0048364,proc
AT1G14580,root development,GO:0048364,proc
AT2G22840,root development,GO:0048364,proc
AT3G15380,root development,GO:0048364,proc
AT1G01550,root development,GO:0048364,proc
AT4G26270,root epidermal cell differentiation,GO:0010053,proc
AT3G07880,root epidermal cell differentiation,GO:0010053,proc
AT1G67490,root epidermal cell differentiation,GO:0010053,proc
AT1G78870,root epidermal cell differentiation,GO:0010053,proc
AT3G06440,root hair cell development,GO:0080147,proc
AT1G19360,root hair cell development,GO:0080147,proc
AT3G06300,root hair cell development,GO:0080147,proc
AT2G17720,root hair cell development,GO:0080147,proc
AT1G13980,root hair cell differentiation,GO:0048765,proc
AT4G00150,root hair cell tip growth,GO:0048768,proc
AT3G51460,root hair cell tip growth,GO:0048768,proc
AT1G70940,root hair elongation,GO:0048767,proc
AT5G16910,root hair elongation,GO:0048767,proc
AT4G38630,root hair elongation,GO:0048767,proc
AT1G01910,root hair elongation,GO:0048767,proc
AT5G05980,root hair elongation,GO:0048767,proc
AT1G70940,root hair initiation,GO:0048766,proc
AT5G05980,root meristem growth,GO:0010449,proc
AT5G52050,root morphogenesis,GO:0010015,proc
AT5G64770,root system development,GO:0022622,proc
AT1G01860,"rRNA (adenine-N6,N6-)-dimethyltransferase activity",GO:0000179,func
AT3G13180,rRNA (cytosine-C5-)-methyltransferase activity,GO:0009383,func
AT3G52905,rRNA 5'-end processing,GO:0000967,proc
AT3G13740,rRNA 5'-end processing,GO:0000967,proc
AT5G42540,rRNA 5'-end processing,GO:0000967,proc
AT1G55140,rRNA 5'-end processing,GO:0000967,proc
AT5G26180,rRNA base methylation,GO:0070475,proc
AT3G13180,rRNA base methylation,GO:0070475,proc
AT1G12800,rRNA binding,GO:0019843,func
AT2G33800,rRNA binding,GO:0019843,func
AT3G06430,rRNA binding,GO:0019843,func
AT3G63140,rRNA binding,GO:0019843,func
AT5G66470,rRNA binding,GO:0019843,func
AT1G07320,rRNA binding,GO:0019843,func
AT1G29070,rRNA binding,GO:0019843,func
AT1G74970,rRNA binding,GO:0019843,func
AT5G17870,rRNA binding,GO:0019843,func
AT1G32990,rRNA binding,GO:0019843,func
AT2G48120,rRNA binding,GO:0019843,func
AT1G05190,rRNA binding,GO:0019843,func
AT1G70200,rRNA binding,GO:0019843,func
AT5G14320,rRNA binding,GO:0019843,func
AT2G43030,rRNA binding,GO:0019843,func
AT5G47190,rRNA binding,GO:0019843,func
AT3G52150,rRNA binding,GO:0019843,func
AT3G44890,rRNA binding,GO:0019843,func
AT1G06190,rRNA binding,GO:0019843,func
AT1G01860,rRNA methylation,GO:0031167,proc
AT1G11580,rRNA N-glycosylase activity,GO:0030598,func
AT3G63140,rRNA processing,GO:0006364,proc
AT3G03710,rRNA processing,GO:0006364,proc
AT3G19810,rRNA processing,GO:0006364,proc
AT1G70200,rRNA processing,GO:0006364,proc
AT2G04270,rRNA processing,GO:0006364,proc
AT5G02250,rRNA processing,GO:0006364,proc
AT5G46420,rRNA processing,GO:0006364,proc
AT5G63420,rRNA processing,GO:0006364,proc
AT5G18570,rRNA processing,GO:0006364,proc
AT4G34730,rRNA processing,GO:0006364,proc
AT4G39460,S-adenosyl-L-methionine transmembrane transporter activity,GO:0000095,func
AT2G26360,S-adenosyl-L-methionine transmembrane transporter activity,GO:0000095,func
AT4G39460,S-adenosyl-L-methionine transport,GO:0015805,proc
AT2G36880,S-adenosylmethionine biosynthetic process,GO:0006556,proc
AT3G44860,S-adenosylmethionine-dependent methyltransferase activity,GO:0008757,func
AT1G66700,S-adenosylmethionine-dependent methyltransferase activity,GO:0008757,func
AT1G33030,S-adenosylmethionine-dependent methyltransferase activity,GO:0008757,func
AT1G66690,S-adenosylmethionine-dependent methyltransferase activity,GO:0008757,func
AT2G43910,S-adenosylmethionine-dependent methyltransferase activity,GO:0008757,func
AT4G03550,salicylic acid mediated signaling pathway,GO:0009863,proc
AT1G33990,salicylic acid metabolic process,GO:0009696,proc
AT3G50440,salicylic acid metabolic process,GO:0009696,proc
AT2G23610,salicylic acid metabolic process,GO:0009696,proc
AT2G39940,SCF-dependent proteasomal ubiquitin-dependent protein catabolic process,GO:0031146,proc
AT1G80570,SCF-dependent proteasomal ubiquitin-dependent protein catabolic process,GO:0031146,proc
AT1G80630,SCF-dependent proteasomal ubiquitin-dependent protein catabolic process,GO:0031146,proc
AT4G24390,SCF-dependent proteasomal ubiquitin-dependent protein catabolic process,GO:0031146,proc
AT5G49980,SCF-dependent proteasomal ubiquitin-dependent protein catabolic process,GO:0031146,proc
AT5G07670,SCF-dependent proteasomal ubiquitin-dependent protein catabolic process,GO:0031146,proc
AT2G42620,SCF-dependent proteasomal ubiquitin-dependent protein catabolic process,GO:0031146,proc
AT3G60130,scopolin beta-glucosidase activity,GO:0102483,func
AT4G27830,scopolin beta-glucosidase activity,GO:0102483,func
AT1G60260,scopolin beta-glucosidase activity,GO:0102483,func
AT3G62750,scopolin beta-glucosidase activity,GO:0102483,func
AT5G13550,secondary active sulfate transmembrane transporter activity,GO:0008271,func
AT1G23090,secondary active sulfate transmembrane transporter activity,GO:0008271,func
AT1G77990,secondary active sulfate transmembrane transporter activity,GO:0008271,func
AT5G35750,secondary growth,GO:0080117,proc
AT2G22980,secondary metabolic process,GO:0019748,proc
AT3G24770,secondary shoot formation,GO:0010223,proc
AT1G73870,secondary shoot formation,GO:0010223,proc
AT5G61480,secondary shoot formation,GO:0010223,proc
AT5G13420,sedoheptulose-7-phosphate:D-glyceraldehyde-3-phosphate glyceronetransferase activity,GO:0004801,func
AT3G55800,sedoheptulose-bisphosphatase activity,GO:0050278,func
AT4G33770,seed coat development,GO:0010214,proc
AT3G48990,seed coat development,GO:0010214,proc
AT3G14020,seed development,GO:0048316,proc
AT4G34710,seed development,GO:0048316,proc
AT2G17420,seed development,GO:0048316,proc
AT3G04120,seed development,GO:0048316,proc
AT2G16500,seed development,GO:0048316,proc
AT3G23070,seed development,GO:0048316,proc
AT4G14510,seed development,GO:0048316,proc
AT3G61880,seed development,GO:0048316,proc
AT3G63210,seed dormancy process,GO:0010162,proc
AT4G04890,seed germination,GO:0009845,proc
AT5G61780,seed germination,GO:0009845,proc
AT1G09970,seed germination,GO:0009845,proc
AT4G18010,seed germination,GO:0009845,proc
AT4G03560,seed germination,GO:0009845,proc
AT1G48300,seed germination,GO:0009845,proc
AT3G47860,seed maturation,GO:0010431,proc
AT5G54650,seed morphogenesis,GO:0048317,proc
AT1G19270,seed morphogenesis,GO:0048317,proc
AT2G36990,seedling development,GO:0090351,proc
AT3G10160,seedling development,GO:0090351,proc
AT5G04920,seedling development,GO:0090351,proc
AT4G18010,seedling development,GO:0090351,proc
AT2G05710,seedling development,GO:0090351,proc
AT5G27520,seedling development,GO:0090351,proc
AT1G06040,seedling development,GO:0090351,proc
AT4G38490,seedling development,GO:0090351,proc
AT3G22890,selenium compound metabolic process,GO:0001887,proc
AT3G01120,selenium compound metabolic process,GO:0001887,proc
AT4G00150,sequence-specific DNA binding,GO:0043565,func
AT4G04890,sequence-specific DNA binding,GO:0043565,func
AT2G46270,sequence-specific DNA binding,GO:0043565,func
AT3G19290,sequence-specific DNA binding,GO:0043565,func
AT3G61890,sequence-specific DNA binding,GO:0043565,func
AT4G34000,sequence-specific DNA binding,GO:0043565,func
AT3G19580,sequence-specific DNA binding,GO:0043565,func
AT5G64220,sequence-specific DNA binding,GO:0043565,func
AT5G47140,sequence-specific DNA binding,GO:0043565,func
AT2G24490,sequence-specific DNA binding,GO:0043565,func
AT4G34590,sequence-specific DNA binding,GO:0043565,func
AT5G49520,sequence-specific DNA binding,GO:0043565,func
AT5G13330,sequence-specific DNA binding,GO:0043565,func
AT3G12510,sequence-specific DNA binding,GO:0043565,func
AT4G17230,sequence-specific DNA binding,GO:0043565,func
AT1G06180,sequence-specific DNA binding,GO:0043565,func
AT3G46130,sequence-specific DNA binding,GO:0043565,func
AT2G47190,sequence-specific DNA binding,GO:0043565,func
AT4G36990,sequence-specific DNA binding,GO:0043565,func
AT5G62020,sequence-specific DNA binding,GO:0043565,func
AT2G45680,sequence-specific DNA binding,GO:0043565,func
AT3G10500,sequence-specific DNA binding,GO:0043565,func
AT5G67300,sequence-specific DNA binding,GO:0043565,func
AT5G59820,sequence-specific DNA binding,GO:0043565,func
AT5G66320,sequence-specific DNA binding,GO:0043565,func
AT5G63790,sequence-specific DNA binding,GO:0043565,func
AT4G39780,sequence-specific DNA binding,GO:0043565,func
AT1G75540,sequence-specific DNA binding,GO:0043565,func
AT2G32080,sequence-specific DNA binding,GO:0043565,func
AT2G46830,sequence-specific DNA binding,GO:0043565,func
AT3G09600,sequence-specific DNA binding,GO:0043565,func
AT3G16940,sequence-specific DNA binding,GO:0043565,func
AT4G02640,sequence-specific DNA binding,GO:0043565,func
AT5G63280,sequence-specific DNA binding,GO:0043565,func
AT5G62430,sequence-specific DNA binding,GO:0043565,func
AT1G32330,sequence-specific DNA binding,GO:0043565,func
AT4G13640,sequence-specific DNA binding,GO:0043565,func
AT4G14540,sequence-specific DNA binding,GO:0043565,func
AT1G26260,sequence-specific DNA binding,GO:0043565,func
AT1G33240,sequence-specific DNA binding,GO:0043565,func
AT2G03780,sequence-specific DNA binding,GO:0043565,func
AT2G22540,sequence-specific DNA binding,GO:0043565,func
AT2G25000,sequence-specific DNA binding,GO:0043565,func
AT5G05610,sequence-specific DNA binding,GO:0043565,func
AT5G61420,sequence-specific DNA binding,GO:0043565,func
AT4G40060,sequence-specific DNA binding,GO:0043565,func
AT5G43270,sequence-specific DNA binding,GO:0043565,func
AT2G23320,sequence-specific DNA binding,GO:0043565,func
AT1G43700,sequence-specific DNA binding,GO:0043565,func
AT2G03340,sequence-specific DNA binding,GO:0043565,func
AT4G00238,sequence-specific DNA binding,GO:0043565,func
AT1G75410,sequence-specific DNA binding,GO:0043565,func
AT1G50600,sequence-specific DNA binding,GO:0043565,func
AT2G45660,sequence-specific DNA binding,GO:0043565,func
AT3G45260,sequence-specific DNA binding,GO:0043565,func
AT1G75380,sequence-specific DNA binding,GO:0043565,func
AT1G49720,sequence-specific DNA binding,GO:0043565,func
AT5G16820,sequence-specific DNA binding,GO:0043565,func
AT5G43840,sequence-specific DNA binding,GO:0043565,func
AT2G22840,sequence-specific DNA binding,GO:0043565,func
AT3G47500,sequence-specific DNA binding,GO:0043565,func
AT3G24520,sequence-specific DNA binding,GO:0043565,func
AT5G47640,sequence-specific DNA binding,GO:0043565,func
AT3G57190,sequence-specific DNA binding,GO:0043565,func
AT2G04890,sequence-specific DNA binding,GO:0043565,func
AT2G18750,sequence-specific DNA binding,GO:0043565,func
AT2G04040,sequestering of metal ion,GO:0051238,proc
AT1G22020,serine binding,GO:0070905,func
AT4G36480,serine C-palmitoyltransferase activity,GO:0004758,func
AT1G55920,serine O-acetyltransferase activity,GO:0009001,func
AT3G13110,serine O-acetyltransferase activity,GO:0009001,func
AT2G35780,serine-type carboxypeptidase activity,GO:0004185,func
AT3G07990,serine-type carboxypeptidase activity,GO:0004185,func
AT2G24280,serine-type carboxypeptidase activity,GO:0004185,func
AT2G33530,serine-type carboxypeptidase activity,GO:0004185,func
AT5G42240,serine-type carboxypeptidase activity,GO:0004185,func
AT2G22980,serine-type carboxypeptidase activity,GO:0004185,func
AT2G05920,serine-type endopeptidase activity,GO:0004252,func
AT3G14240,serine-type endopeptidase activity,GO:0004252,func
AT4G18370,serine-type endopeptidase activity,GO:0004252,func
AT4G30020,serine-type endopeptidase activity,GO:0004252,func
AT5G39830,serine-type endopeptidase activity,GO:0004252,func
AT5G44530,serine-type endopeptidase activity,GO:0004252,func
AT1G28320,serine-type endopeptidase activity,GO:0004252,func
AT1G32940,serine-type endopeptidase activity,GO:0004252,func
AT4G10550,serine-type endopeptidase activity,GO:0004252,func
AT2G47940,serine-type endopeptidase activity,GO:0004252,func
AT5G36950,serine-type endopeptidase activity,GO:0004252,func
AT4G21650,serine-type endopeptidase activity,GO:0004252,func
AT2G30440,serine-type endopeptidase activity,GO:0004252,func
AT4G18370,serine-type peptidase activity,GO:0008236,func
AT5G39830,serine-type peptidase activity,GO:0008236,func
AT4G36190,serine-type peptidase activity,GO:0008236,func
AT2G24280,serine-type peptidase activity,GO:0008236,func
AT2G47940,serine-type peptidase activity,GO:0008236,func
AT5G36950,serine-type peptidase activity,GO:0008236,func
AT4G17740,serine-type peptidase activity,GO:0008236,func
AT2G39940,shade avoidance,GO:0009641,proc
AT1G75540,shade avoidance,GO:0009641,proc
AT1G73870,shade avoidance,GO:0009641,proc
AT3G29320,SHG alpha-glucan phosphorylase activity,GO:0102499,func
AT3G46970,SHG alpha-glucan phosphorylase activity,GO:0102499,func
AT3G06350,shikimate 3-dehydrogenase (NADP+) activity,GO:0004764,func
AT5G13420,shikimate biosynthetic process,GO:0033587,proc
AT4G39540,shikimate kinase activity,GO:0004765,func
AT3G06350,shikimate metabolic process,GO:0019632,proc
AT4G39540,shikimate metabolic process,GO:0019632,proc
AT1G36160,shoot system development,GO:0048367,proc
AT4G13395,shoot system development,GO:0048367,proc
AT1G59820,shoot system development,GO:0048367,proc
AT5G55580,shoot system development,GO:0048367,proc
AT3G25717,shoot system development,GO:0048367,proc
AT1G67265,shoot system development,GO:0048367,proc
AT5G16310,shoot system development,GO:0048367,proc
AT1G01550,shoot system development,GO:0048367,proc
AT1G05680,shoot system morphogenesis,GO:0010016,proc
AT5G16310,shoot system morphogenesis,GO:0010016,proc
AT2G42620,shoot system morphogenesis,GO:0010016,proc
AT5G41760,sialic acid transmembrane transporter activity,GO:0015136,func
AT4G35335,sialic acid transmembrane transporter activity,GO:0015136,func
AT5G41760,sialic acid transport,GO:0015739,proc
AT3G48820,sialyltransferase activity,GO:0008373,func
AT3G15380,sieve element differentiation,GO:0090603,proc
AT2G36990,sigma factor activity,GO:0016987,func
AT5G13730,sigma factor activity,GO:0016987,func
AT3G53920,sigma factor activity,GO:0016987,func
AT1G64860,sigma factor activity,GO:0016987,func
AT2G03120,signal peptide processing,GO:0006465,proc
AT3G05230,signal peptide processing,GO:0006465,proc
AT1G34640,signal peptide processing,GO:0006465,proc
AT2G30440,signal peptide processing,GO:0006465,proc
AT1G29310,signal sequence binding,GO:0005048,func
AT2G34250,signal sequence binding,GO:0005048,func
AT2G18710,signal sequence binding,GO:0005048,func
AT2G31530,signal sequence binding,GO:0005048,func
AT5G03940,signal sequence binding,GO:0005048,func
AT5G12150,signal transduction,GO:0007165,proc
AT3G15410,signal transduction,GO:0007165,proc
AT4G30960,signal transduction,GO:0007165,proc
AT3G24770,signal transduction,GO:0007165,proc
AT4G13920,signal transduction,GO:0007165,proc
AT1G30270,signal transduction,GO:0007165,proc
AT1G03060,signal transduction,GO:0007165,proc
AT2G28320,signal transduction,GO:0007165,proc
AT2G30360,signal transduction,GO:0007165,proc
AT1G57630,signal transduction,GO:0007165,proc
AT5G01810,signal transduction,GO:0007165,proc
AT3G05360,signal transduction,GO:0007165,proc
AT4G16670,signal transduction,GO:0007165,proc
AT1G64610,signal transduction,GO:0007165,proc
AT4G08180,signal transduction,GO:0007165,proc
AT1G10210,signal transduction,GO:0007165,proc
AT1G60989,signal transduction,GO:0007165,proc
AT5G39340,signal transduction,GO:0007165,proc
AT5G44510,signal transduction,GO:0007165,proc
AT1G02340,signal transduction,GO:0007165,proc
AT4G13810,signal transduction,GO:0007165,proc
AT4G14740,signal transduction,GO:0007165,proc
AT2G25350,signal transduction,GO:0007165,proc
AT2G33050,signal transduction,GO:0007165,proc
AT3G20820,signal transduction,GO:0007165,proc
AT5G64330,signal transduction,GO:0007165,proc
AT3G62030,signal transduction,GO:0007165,proc
AT3G26020,signal transduction,GO:0007165,proc
AT2G16600,signal transduction,GO:0007165,proc
AT3G26030,signal transduction,GO:0007165,proc
AT3G53240,signal transduction,GO:0007165,proc
AT5G10930,signal transduction,GO:0007165,proc
AT5G44920,signal transduction,GO:0007165,proc
AT2G14120,signal transduction,GO:0007165,proc
AT3G45640,signal transduction,GO:0007165,proc
AT2G30040,signal transduction by protein phosphorylation,GO:0023014,proc
AT4G29810,signal transduction by protein phosphorylation,GO:0023014,proc
AT1G54960,signal transduction by protein phosphorylation,GO:0023014,proc
AT1G53570,signal transduction by protein phosphorylation,GO:0023014,proc
AT3G24770,signaling receptor binding,GO:0005102,func
AT4G33430,signaling receptor binding,GO:0005102,func
AT2G26330,signaling receptor binding,GO:0005102,func
AT1G53190,simple leaf morphogenesis,GO:0060776,proc
AT3G21560,sinapate 1-glucosyltransferase activity,GO:0050284,func
AT2G22980,sinapoylglucose-sinapoylglucose O-sinapoyltransferase activity,GO:0047158,func
AT4G34230,sinapyl alcohol dehydrogenase activity,GO:0052747,func
AT5G02100,single fertilization,GO:0007338,proc
AT5G15170,single strand break repair,GO:0000012,proc
AT1G08130,single strand break repair,GO:0000012,proc
AT5G54090,single thymine insertion binding,GO:0032143,func
AT1G65070,single thymine insertion binding,GO:0032143,func
AT2G24490,single-stranded DNA binding,GO:0003697,func
AT5G15170,single-stranded DNA binding,GO:0003697,func
AT5G44785,single-stranded DNA binding,GO:0003697,func
AT1G71260,single-stranded DNA binding,GO:0003697,func
AT2G03780,single-stranded DNA binding,GO:0003697,func
AT3G52150,single-stranded DNA binding,GO:0003697,func
AT1G14410,single-stranded DNA binding,GO:0003697,func
AT1G79050,single-stranded DNA binding,GO:0003697,func
AT2G02740,single-stranded DNA binding,GO:0003697,func
AT4G31150,single-stranded RNA binding,GO:0003727,func
AT2G19810,single-stranded RNA binding,GO:0003727,func
AT4G38160,single-stranded RNA binding,GO:0003727,func
AT1G54440,single-stranded RNA binding,GO:0003727,func
AT4G02020,single-stranded RNA binding,GO:0003727,func
AT5G42310,single-stranded RNA binding,GO:0003727,func
AT2G05210,single-stranded telomeric DNA binding,GO:0043047,func
AT4G08920,singlet oxygen-mediated programmed cell death,GO:0010343,proc
AT2G27040,siRNA binding,GO:0035197,func
AT3G47860,small molecule binding,GO:0036094,func
AT5G18440,small nucleolar ribonucleoprotein complex assembly,GO:0000491,proc
AT3G17170,small ribosomal subunit rRNA binding,GO:0070181,func
AT1G32200,sn-1-glycerol-3-phosphate C16:0-DCA-CoA acyl transferase activity,GO:0102420,func
AT3G05710,SNAP receptor activity,GO:0005484,func
AT1G26670,SNAP receptor activity,GO:0005484,func
AT4G17730,SNAP receptor activity,GO:0005484,func
AT5G26980,SNAP receptor activity,GO:0005484,func
AT4G15780,SNAP receptor activity,GO:0005484,func
AT2G33120,SNAP receptor activity,GO:0005484,func
AT2G45990,SNARE binding,GO:0000149,func
AT3G05710,SNARE binding,GO:0000149,func
AT1G71820,SNARE binding,GO:0000149,func
AT1G26670,SNARE binding,GO:0000149,func
AT4G17730,SNARE binding,GO:0000149,func
AT5G26980,SNARE binding,GO:0000149,func
AT4G15780,SNARE binding,GO:0000149,func
AT2G33120,SNARE binding,GO:0000149,func
AT2G45990,SNARE complex assembly,GO:0035493,proc
AT5G18440,snoRNA binding,GO:0030515,func
AT1G06960,snRNA stem-loop binding,GO:0035614,func
AT5G64280,sodium ion transport,GO:0006814,proc
AT3G51860,sodium ion transport,GO:0006814,proc
AT5G17860,sodium ion transport,GO:0006814,proc
AT2G29650,sodium ion transport,GO:0006814,proc
AT2G26900,sodium ion transport,GO:0006814,proc
AT1G26670,soluble NSF attachment protein activity,GO:0005483,func
AT4G20410,soluble NSF attachment protein activity,GO:0005483,func
AT4G04850,solute:proton antiporter activity,GO:0015299,func
AT1G74560,somatic cell DNA recombination,GO:0016444,proc
AT3G14020,somatic embryogenesis,GO:0010262,proc
AT5G43810,somatic stem cell population maintenance,GO:0035019,proc
AT3G18830,sorbitol transmembrane transporter activity,GO:0015576,func
AT1G79050,SOS response,GO:0009432,proc
AT4G34710,spermidine biosynthetic process,GO:0008295,proc
AT2G16500,spermidine biosynthetic process,GO:0008295,proc
AT1G70310,spermidine biosynthetic process,GO:0008295,proc
AT1G65840,spermidine catabolic process,GO:0046203,proc
AT2G43020,spermidine catabolic process,GO:0046203,proc
AT5G53120,spermidine synthase activity,GO:0004766,func
AT1G70310,spermidine synthase activity,GO:0004766,func
AT5G53120,spermine biosynthetic process,GO:0006597,proc
AT1G65840,spermine catabolic process,GO:0046208,proc
AT2G43020,spermine catabolic process,GO:0046208,proc
AT5G53120,spermine synthase activity,GO:0016768,func
AT1G65840,spermine:oxygen oxidoreductase (spermidine-forming) activity,GO:0052901,func
AT5G18480,sphingolipid alpha-glucuronosyltransferase activity,GO:1990482,func
AT3G54020,sphingolipid biosynthetic process,GO:0030148,proc
AT4G36480,sphingolipid biosynthetic process,GO:0030148,proc
AT1G43580,sphingolipid biosynthetic process,GO:0030148,proc
AT2G37940,sphingolipid biosynthetic process,GO:0030148,proc
AT3G54020,sphingomyelin synthase activity,GO:0033188,func
AT2G37940,sphingomyelin synthase activity,GO:0033188,func
AT3G19260,sphingosine N-acyltransferase activity,GO:0050291,func
